date,air_carrier,air_taxi,general_aviatiion,military,itinerant_total,local_civil,local_military,local_total,total_operations
2/24/15,"36,540","21,446","34,323","4,534","96,843","29,553","4,154","33,707","130,550"
2/25/15,"36,308","22,213","37,003","4,588","100,112","32,519","4,732","37,251","137,363"
2/26/15,"37,776","22,278","33,981","4,850","98,885","29,575","4,852","34,427","133,312"
2/27/15,"38,205","22,645","34,846","3,967","99,663","31,795","3,502","35,297","134,960"
2/28/15,"29,789","14,991","27,962","1,431","74,173","25,947",884,"26,831","101,004"
3/1/15,"31,485","15,091","21,748",767,"69,091","15,688",196,"15,884","84,975"
3/2/15,"36,903","20,095","27,800","3,427","88,225","24,690","2,823","27,513","115,738"
3/3/15,"36,510","19,770","30,329","3,983","90,592","25,882","3,803","29,685","120,277"
3/4/15,"36,822","21,085","33,920","3,997","95,824","28,557","3,853","32,410","128,234"
3/5/15,"32,919","18,236","36,644","4,210","92,009","33,439","3,995","37,434","129,443"
3/6/15,"39,191","22,724","43,638","5,069","110,622","34,995","4,673","39,668","150,290"
3/7/15,"34,114","17,979","44,236","3,248","99,577","38,296","2,833","41,129","140,706"
3/8/15,"36,797","19,106","39,568","2,277","97,748","30,978","1,259","32,237","129,985"
3/9/15,"38,919","21,489","38,310","4,223","102,941","35,067","3,864","38,931","141,872"
3/10/15,"39,038","21,889","37,616","5,124","103,667","34,087","5,421","39,508","143,175"
3/11/15,"39,739","23,109","41,818","5,415","110,081","39,873","5,835","45,708","155,789"
3/12/15,"40,619","23,958","43,496","5,732","113,805","36,721","5,807","42,528","156,333"
3/13/15,"40,470","22,808","39,309","4,388","106,975","29,970","4,149","34,119","141,094"
3/14/15,"34,503","17,305","33,782","1,802","87,392","27,000","1,065","28,065","115,457"
3/15/15,"36,474","18,590","37,067","1,590","93,721","26,973",836,"27,809","121,530"
3/16/15,"39,195","21,977","43,017","4,745","108,934","39,055","4,432","43,487","152,421"
3/17/15,"39,017","22,520","38,092","4,925","104,554","34,827","5,263","40,090","144,644"
3/18/15,"39,619","23,274","40,437","5,707","109,037","37,549","6,266","43,815","152,852"
3/19/15,"40,686","23,503","39,865","5,287","109,341","36,471","4,673","41,144","150,485"
3/20/15,"38,893","21,312","38,004","3,866","102,075","32,367","3,460","35,827","137,902"
3/21/15,"34,838","18,050","37,638","1,612","92,138","33,628","1,650","35,278","127,416"
3/22/15,"37,107","18,440","36,630","1,681","93,858","29,190","1,143","30,333","124,191"
3/23/15,"37,846","21,150","35,200","4,309","98,505","33,926","4,595","38,521","137,026"
3/24/15,"39,253","22,408","40,415","5,544","107,620","37,156","5,651","42,807","150,427"
3/25/15,"39,753","22,738","38,308","5,139","105,938","31,637","5,623","37,260","143,198"
3/26/15,"40,412","22,489","39,541","4,307","106,749","33,405","4,582","37,987","144,736"
3/27/15,"40,686","23,444","42,683","4,641","111,454","35,686","3,995","39,681","151,135"
3/28/15,"34,777","18,431","42,124","1,857","97,189","34,722","1,199","35,921","133,110"
3/29/15,"37,262","19,601","42,348","1,839","101,050","31,059",667,"31,726","132,776"
3/30/15,"38,906","23,514","40,278","3,937","106,635","39,830","4,669","44,499","151,134"
3/31/15,"39,435","23,788","41,295","5,268","109,786","39,766","5,988","45,754","155,540"
4/1/15,"39,809","24,105","43,701","5,229","112,844","40,251","5,830","46,081","158,925"
4/2/15,"40,590","24,328","40,508","4,968","110,394","34,547","5,638","40,185","150,579"
4/3/15,"39,816","23,441","37,767","3,437","104,461","33,957","3,346","37,303","141,764"
4/4/15,"33,321","17,972","38,504",818,"90,615","33,479",529,"34,008","124,623"
4/5/15,"35,753","17,348","23,989",676,"77,766","15,200",311,"15,511","93,277"
4/6/15,"38,775","23,128","38,047","4,059","104,009","35,633","3,731","39,364","143,373"
4/7/15,"39,188","22,219","33,594","4,974","99,975","31,800","5,027","36,827","136,802"
4/8/15,"39,813","23,175","37,175","4,311","104,474","33,262","4,656","37,918","142,392"
4/9/15,"39,730","23,299","37,818","5,076","105,923","31,188","5,117","36,305","142,228"
4/10/15,"40,472","24,155","40,694","3,884","109,205","35,537","3,444","38,981","148,186"
4/11/15,"33,529","18,459","43,439","2,120","97,547","36,995","1,883","38,878","136,425"
4/12/15,"37,211","19,233","40,192","2,015","98,651","30,927",810,"31,737","130,388"
4/13/15,"38,812","20,963","34,443","3,254","97,472","29,808","3,975","33,783","131,255"
4/14/15,"39,440","21,969","37,109","4,094","102,612","37,551","4,136","41,687","144,299"
4/15/15,"39,827","22,527","42,834","4,718","109,906","37,773","5,322","43,095","153,001"
4/16/15,"40,426","22,794","42,214","4,537","109,971","36,206","4,187","40,393","150,364"
4/17/15,"40,455","22,872","40,501","3,840","107,668","35,342","2,817","38,159","145,827"
4/18/15,"33,205","17,745","41,477","1,729","94,156","38,037","1,011","39,048","133,204"
4/19/15,"36,973","18,123","35,160","1,754","92,010","26,106",927,"27,033","119,043"
4/20/15,"37,716","20,487","35,036","3,956","97,195","29,883","4,334","34,217","131,412"
4/21/15,"39,503","22,969","41,242","4,898","108,612","36,635","5,230","41,865","150,477"
4/22/15,"39,708","23,905","41,268","4,836","109,717","36,397","4,504","40,901","150,618"
4/23/15,"40,805","24,739","42,908","5,041","113,493","37,719","4,940","42,659","156,152"
4/24/15,"40,073","23,731","39,955","4,148","107,907","32,984","3,874","36,858","144,765"
4/25/15,"33,263","16,473","33,433","1,638","84,807","30,849",848,"31,697","116,504"
4/26/15,"36,894","18,562","39,515","1,619","96,590","28,514",828,"29,342","125,932"
4/27/15,"38,884","22,113","37,559","3,772","102,328","34,788","4,692","39,480","141,808"
4/28/15,"39,274","23,086","41,001","5,470","108,831","38,708","5,448","44,156","152,987"
4/29/15,"39,890","23,892","48,879","5,532","118,193","44,125","5,144","49,269","167,462"
4/30/15,"40,769","24,809","50,521","5,403","121,502","43,162","5,455","48,617","170,119"
5/1/15,"40,442","24,891","50,281","4,798","120,412","42,863","4,542","47,405","167,817"
5/2/15,"32,777","17,515","46,860","2,491","99,643","39,244","1,957","41,201","140,844"
5/3/15,"36,767","19,875","42,746","2,039","101,427","30,444","1,353","31,797","133,224"
5/4/15,"38,864","23,242","38,570","4,383","105,059","35,312","4,209","39,521","144,580"
5/5/15,"39,426","23,080","36,999","5,165","104,670","35,736","5,097","40,833","145,503"
5/6/15,"40,004","23,835","40,099","5,189","109,127","37,161","5,608","42,769","151,896"
5/7/15,"40,996","24,470","43,548","5,078","114,092","36,831","5,059","41,890","155,982"
5/8/15,"40,700","23,755","40,116","4,111","108,682","36,094","3,902","39,996","148,678"
5/9/15,"32,474","16,599","33,648","1,666","84,387","32,831",831,"33,662","118,049"
5/10/15,"35,205","16,954","28,193","1,303","81,655","21,492",780,"22,272","103,927"
5/11/15,"38,896","21,160","37,042","3,902","101,000","32,824","3,879","36,703","137,703"
5/12/15,"40,170","23,350","38,504","4,947","106,971","34,496","4,574","39,070","146,041"
5/13/15,"40,322","24,140","42,752","4,683","111,897","37,431","4,255","41,686","153,583"
5/14/15,"41,314","24,859","44,063","5,170","115,406","38,034","4,838","42,872","158,278"
5/15/15,"40,716","24,031","36,261","3,933","104,941","32,698","3,158","35,856","140,797"
5/16/15,"33,089","17,484","32,344","1,370","84,287","29,725",802,"30,527","114,814"
5/17/15,"37,186","19,858","34,103","1,684","92,831","25,718","1,006","26,724","119,555"
5/18/15,"38,235","22,435","36,593","4,020","101,283","35,227","4,502","39,729","141,012"
5/19/15,"40,475","24,067","39,578","4,931","109,051","37,616","4,720","42,336","151,387"
5/20/15,"40,728","24,501","44,713","5,367","115,309","39,624","4,853","44,477","159,786"
5/21/15,"41,656","25,449","44,636","4,471","116,212","40,409","4,484","44,893","161,105"
5/22/15,"41,510","25,290","45,768","1,703","114,271","38,216","1,376","39,592","153,863"
5/23/15,"32,247","16,979","35,629",878,"85,733","32,083",603,"32,686","118,419"
5/24/15,"32,005","16,784","28,119",861,"77,769","23,219",362,"23,581","101,350"
5/25/15,"35,723","20,513","32,545",713,"89,494","25,128",359,"25,487","114,981"
5/26/15,"38,262","22,840","37,400","4,354","102,856","34,134","4,403","38,537","141,393"
5/27/15,"40,133","23,531","42,001","4,849","110,514","38,826","5,150","43,976","154,490"
5/28/15,"41,552","24,759","45,273","5,000","116,584","39,351","5,281","44,632","161,216"
5/29/15,"41,112","23,988","44,962","4,456","114,518","37,692","4,245","41,937","156,455"
5/30/15,"33,202","17,295","36,336","1,769","88,602","31,156",941,"32,097","120,699"
5/31/15,"36,088","18,289","34,582","1,498","90,457","25,419",897,"26,316","116,773"
6/1/15,"38,665","21,354","34,854","3,871","98,744","31,907","4,176","36,083","134,827"
6/2/15,"40,294","23,082","38,596","4,637","106,609","36,170","4,488","40,658","147,267"
6/3/15,"40,708","23,911","44,276","4,994","113,889","42,182","5,199","47,381","161,270"
6/4/15,"41,909","25,529","46,113","4,781","118,332","43,221","4,413","47,634","165,966"
6/5/15,"41,773","24,785","43,608","4,712","114,878","37,567","4,385","41,952","156,830"
6/6/15,"34,949","18,270","42,273","2,844","98,336","34,664","1,555","36,219","134,555"
6/7/15,"38,554","19,807","40,631","2,437","101,429","27,144","1,743","28,887","130,316"
6/8/15,"39,463","22,770","39,312","4,231","105,776","34,576","4,785","39,361","145,137"
6/9/15,"41,178","23,856","40,804","5,058","110,896","38,157","4,749","42,906","153,802"
6/10/15,"41,643","24,632","44,887","5,412","116,574","40,662","5,568","46,230","162,804"
6/11/15,"42,203","26,025","45,440","4,775","118,443","37,092","5,514","42,606","161,049"
6/12/15,"41,876","24,842","42,100","4,878","113,696","35,597","4,127","39,724","153,420"
6/13/15,"36,176","18,543","37,564","2,104","94,387","30,580","1,735","32,315","126,702"
6/14/15,"38,448","19,974","37,038","2,228","97,688","24,931","1,404","26,335","124,023"
6/15/15,"39,127","22,185","34,832","4,363","100,507","30,584","4,297","34,881","135,388"
6/16/15,"40,907","23,705","40,028","5,002","109,642","35,094","4,922","40,016","149,658"
6/17/15,"41,241","24,816","43,892","5,452","115,401","37,361","5,203","42,564","157,965"
6/18/15,"41,933","25,516","41,973","4,795","114,217","35,342","4,350","39,692","153,909"
6/19/15,"42,698","25,142","44,384","4,291","116,515","37,478","4,190","41,668","158,183"
6/20/15,"35,807","18,776","39,394","1,585","95,562","33,308",823,"34,131","129,693"
6/21/15,"38,849","20,298","32,446","1,506","93,099","20,318",965,"21,283","114,382"
6/22/15,"40,195","24,259","42,563","4,318","111,335","34,500","4,269","38,769","150,104"
6/23/15,"40,445","24,584","44,780","4,795","114,604","39,162","5,247","44,409","159,013"
6/24/15,"42,044","25,738","51,427","5,222","124,431","44,703","4,873","49,576","174,007"
6/25/15,"42,730","26,168","47,266","4,746","120,910","39,732","4,264","43,996","164,906"
6/26/15,"42,245","25,731","44,513","4,119","116,608","37,971","4,072","42,043","158,651"
6/27/15,"36,453","19,126","36,529","1,521","93,629","29,799",908,"30,707","124,336"
6/28/15,"38,647","19,969","36,091","1,750","96,457","23,650",986,"24,636","121,093"
6/29/15,"40,163","23,545","40,684","4,344","108,736","35,671","3,833","39,504","148,240"
6/30/15,"40,046","24,100","41,861","4,494","110,501","37,763","4,187","41,950","152,451"
7/1/15,"41,677","25,443","43,604","4,612","115,336","39,393","4,459","43,852","159,188"
7/2/15,"42,734","25,934","45,970","2,515","117,153","38,060","2,590","40,650","157,803"
7/3/15,"36,999","20,449","39,614",595,"97,657","34,141",449,"34,590","132,247"
7/4/15,"31,049","15,276","23,609",437,"70,371","17,067",238,"17,305","87,676"
7/5/15,"38,835","21,760","35,070",644,"96,309","20,423",554,"20,977","117,286"
7/6/15,"40,736","24,408","37,799","2,983","105,926","32,672","2,953","35,625","141,551"
7/7/15,"41,831","24,683","37,624","4,857","108,995","35,602","4,472","40,074","149,069"
7/8/15,"41,667","24,634","40,567","5,382","112,250","37,144","5,044","42,188","154,438"
7/9/15,"42,686","25,619","43,472","5,213","116,990","40,599","5,074","45,673","162,663"
7/10/15,"42,840","24,950","48,661","4,982","121,433","43,242","4,447","47,689","169,122"
7/11/15,"36,728","19,632","44,781","2,384","103,525","37,777","1,774","39,551","143,076"
7/12/15,"39,426","20,858","41,303","2,227","103,814","29,682","1,422","31,104","134,918"
7/13/15,"40,325","22,916","40,664","4,214","108,119","37,409","4,029","41,438","149,557"
7/14/15,"41,220","24,127","41,042","4,783","111,172","37,502","4,286","41,788","152,960"
7/15/15,"42,331","25,608","45,142","4,951","118,032","40,006","4,494","44,500","162,532"
7/16/15,"43,148","26,980","49,382","4,967","124,477","41,714","4,151","45,865","170,342"
7/17/15,"42,727","25,186","46,825","4,452","119,190","36,866","4,138","41,004","160,194"
7/18/15,"36,124","19,349","35,808","2,027","93,308","27,754","1,406","29,160","122,468"
7/19/15,"39,569","20,570","39,799","1,895","101,833","24,295","1,150","25,445","127,278"
7/20/15,"41,180","24,417","40,978","4,103","110,678","35,378","3,966","39,344","150,022"
7/21/15,"41,484","25,402","43,994","4,836","115,716","38,806","4,182","42,988","158,704"
7/22/15,"42,480","26,330","48,998","4,891","122,699","41,732","4,559","46,291","168,990"
7/23/15,"42,946","26,278","51,490","4,994","125,708","41,079","4,508","45,587","171,295"
7/24/15,"42,538","25,930","48,407","4,428","121,303","36,045","2,944","38,989","160,292"
7/25/15,"36,689","20,377","40,801","2,016","99,883","30,946","1,050","31,996","131,879"
7/26/15,"39,529","21,180","38,105","1,735","100,549","23,733",714,"24,447","124,996"
7/27/15,"41,375","23,850","40,140","3,974","109,339","35,303","3,186","38,489","147,828"
7/28/15,"42,002","24,661","43,209","4,813","114,685","38,097","4,280","42,377","157,062"
7/29/15,"42,323","25,738","47,707","4,783","120,551","40,271","4,907","45,178","165,729"
7/30/15,"42,251","26,252","45,501","4,830","118,834","38,808","4,304","43,112","161,946"
7/31/15,"42,841","26,470","47,625","4,550","121,486","38,494","3,731","42,225","163,711"
8/1/15,"36,822","20,374","41,290","2,290","100,776","31,819","1,660","33,479","134,255"
8/2/15,"39,534","21,348","37,867","2,102","100,851","23,843","1,320","25,163","126,014"
8/3/15,"41,439","23,924","38,559","4,189","108,111","32,843","3,977","36,820","144,931"
8/4/15,"41,968","25,517","43,234","5,089","115,808","39,880","5,001","44,881","160,689"
8/5/15,"42,581","26,111","45,990","5,147","119,829","40,433","5,376","45,809","165,638"
8/6/15,"43,267","26,014","46,098","4,973","120,352","39,057","4,923","43,980","164,332"
8/7/15,"42,837","25,870","43,715","4,480","116,902","35,876","3,032","38,908","155,810"
8/8/15,"36,773","20,632","40,438","1,895","99,738","32,042","1,832","33,874","133,612"
8/9/15,"39,196","21,444","38,675","1,794","101,109","25,608",816,"26,424","127,533"
8/10/15,"40,414","24,261","38,393","4,420","107,488","34,237","4,525","38,762","146,250"
8/11/15,"41,222","23,622","39,305","4,927","109,076","35,427","4,779","40,206","149,282"
8/12/15,"42,260","25,651","48,513","5,602","122,026","42,533","5,467","48,000","170,026"
8/13/15,"42,576","26,030","48,576","5,309","122,491","40,954","5,435","46,389","168,880"
8/14/15,"42,133","25,559","45,849","4,821","118,362","37,312","3,685","40,997","159,359"
8/15/15,"34,937","19,657","40,081","1,634","96,309","30,693",512,"31,205","127,514"
8/16/15,"39,344","21,345","38,782","1,711","101,182","25,986",860,"26,846","128,028"
8/17/15,"40,596","23,239","38,239","3,531","105,605","32,987","3,676","36,663","142,268"
8/18/15,"40,649","22,710","38,001","4,623","105,983","34,274","5,109","39,383","145,366"
8/19/15,"40,180","23,946","39,244","4,869","108,239","33,708","4,603","38,311","146,550"
8/20/15,"40,529","24,403","41,319","4,503","110,754","35,385","4,424","39,809","150,563"
8/21/15,"41,836","24,961","44,834","4,343","115,974","36,764","3,384","40,148","156,122"
8/22/15,"33,268","18,636","40,417","1,829","94,150","32,988",910,"33,898","128,048"
8/23/15,"37,795","19,657","35,370","1,968","94,790","24,371",900,"25,271","120,061"
8/24/15,"39,933","22,278","38,843","4,332","105,386","33,417","4,048","37,465","142,851"
8/25/15,"40,406","23,363","41,823","5,134","110,726","38,610","4,706","43,316","154,042"
8/26/15,"40,952","23,579","46,069","5,257","115,857","38,925","5,290","44,215","160,072"
8/27/15,"41,971","24,094","45,589","5,371","117,025","38,704","5,231","43,935","160,960"
8/28/15,"41,438","24,127","46,304","4,828","116,697","38,943","3,878","42,821","159,518"
8/29/15,"32,671","18,221","35,592","1,596","88,080","32,034",730,"32,764","120,844"
8/30/15,"37,303","18,341","33,372","1,839","90,855","23,862",776,"24,638","115,493"
8/31/15,"39,907","21,752","36,533","4,040","102,232","33,947","3,894","37,841","140,073"
9/1/15,"39,944","23,477","41,413","5,182","110,016","38,727","4,889","43,616","153,632"
9/2/15,"40,364","23,367","43,251","4,993","111,975","37,838","5,022","42,860","154,835"
9/3/15,"41,518","24,422","43,605","4,864","114,409","37,083","4,440","41,523","155,932"
9/4/15,"41,035","24,813","45,225","1,737","112,810","37,136","1,410","38,546","151,356"
9/5/15,"30,642","17,011","36,049",760,"84,462","28,352",356,"28,708","113,170"
9/6/15,"31,165","16,033","31,303",650,"79,151","22,538",409,"22,947","102,098"
9/7/15,"36,145","21,343","40,620",861,"98,969","26,607",255,"26,862","125,831"
9/8/15,"37,495","23,115","39,617","4,750","104,977","32,614","4,325","36,939","141,916"
9/9/15,"38,478","23,768","41,383","5,391","109,020","36,145","4,789","40,934","149,954"
9/10/15,"38,433","22,387","40,738","4,486","106,044","37,195","4,011","41,206","147,250"
9/11/15,"39,537","24,020","43,392","4,801","111,750","35,659","4,293","39,952","151,702"
9/12/15,"30,837","17,196","37,541","2,475","88,049","30,541","1,181","31,722","119,771"
9/13/15,"36,884","19,173","37,958","2,240","96,255","24,765","1,266","26,031","122,286"
9/14/15,"38,745","23,237","39,639","4,309","105,930","34,648","3,697","38,345","144,275"
9/15/15,"38,584","23,311","39,951","5,552","107,398","33,851","5,077","38,928","146,326"
9/16/15,"39,590","24,443","43,503","5,300","112,836","37,595","4,233","41,828","154,664"
9/17/15,"40,881","24,956","44,256","5,248","115,341","34,374","3,730","38,104","153,445"
9/18/15,"40,757","24,708","45,780","4,388","115,633","35,302","3,018","38,320","153,953"
9/19/15,"31,453","17,561","40,412","2,002","91,428","30,723","1,072","31,795","123,223"
9/20/15,"37,149","19,561","41,168","2,045","99,923","25,879",683,"26,562","126,485"
9/21/15,"39,138","23,006","40,394","3,926","106,464","35,668","2,932","38,600","145,064"
9/22/15,"38,638","23,534","43,182","4,780","110,134","41,300","4,079","45,379","155,513"
9/23/15,"39,280","23,631","45,819","4,978","113,708","41,908","4,514","46,422","160,130"
9/24/15,"41,228","24,327","47,465","5,196","118,216","41,054","4,889","45,943","164,159"
9/25/15,"41,035","24,004","44,833","4,016","113,888","36,117","3,209","39,326","153,214"
9/26/15,"31,872","16,673","39,368","1,509","89,422","30,987",772,"31,759","121,181"
9/27/15,"37,385","19,021","37,538","1,433","95,377","23,848",414,"24,262","119,639"
9/28/15,"39,460","22,285","36,407","3,525","101,677","31,944","2,660","34,604","136,281"
9/29/15,"39,104","22,137","34,693","3,974","99,908","31,289","3,649","34,938","134,846"
9/30/15,"40,098","23,133","40,523","3,630","107,384","35,578","3,502","39,080","146,464"
10/1/15,"41,216","23,747","40,413","4,807","110,183","33,959","3,892","37,851","148,034"
10/2/15,"40,434","22,154","35,365","3,906","101,859","26,108","2,890","28,998","130,857"
10/3/15,"31,880","15,526","28,963","1,489","77,858","22,041","1,069","23,110","100,968"
10/4/15,"37,052","17,579","29,505","1,503","85,639","18,549",700,"19,249","104,888"
10/5/15,"39,232","21,217","35,132","3,863","99,444","32,693","3,129","35,822","135,266"
10/6/15,"39,670","22,473","43,309","4,967","110,419","39,302","4,657","43,959","154,378"
10/7/15,"40,433","23,880","48,854","5,208","118,375","44,977","5,323","50,300","168,675"
10/8/15,"41,416","24,494","47,571","5,040","118,521","41,616","4,294","45,910","164,431"
10/9/15,"40,700","24,069","42,758","3,198","110,725","34,624","2,715","37,339","148,064"
10/10/15,"32,593","16,920","38,581","1,056","89,150","31,105",426,"31,531","120,681"
10/11/15,"37,488","18,642","40,160","1,046","97,336","25,098",485,"25,583","122,919"
10/12/15,"39,622","22,279","41,527",861,"104,289","34,653",330,"34,983","139,272"
10/13/15,"39,689","22,833","41,596","4,979","109,097","38,622","4,579","43,201","152,298"
10/14/15,"40,460","23,975","48,865","5,449","118,749","42,965","5,219","48,184","166,933"
10/15/15,"41,264","23,784","47,281","5,426","117,755","38,651","4,828","43,479","161,234"
10/16/15,"41,149","23,928","43,717","4,276","113,070","35,898","3,298","39,196","152,266"
10/17/15,"31,988","16,425","38,058","1,963","88,434","32,114","1,510","33,624","122,058"
10/18/15,"37,340","18,331","35,418","1,738","92,827","23,037",682,"23,719","116,546"
10/19/15,"39,734","21,668","35,765","4,000","101,167","32,358","4,123","36,481","137,648"
10/20/15,"40,055","22,119","42,259","5,187","109,620","37,942","4,817","42,759","152,379"
10/21/15,"40,457","22,905","44,056","5,422","112,840","38,050","4,382","42,432","155,272"
10/22/15,"41,308","23,601","45,947","5,091","115,947","41,134","4,635","45,769","161,716"
10/23/15,"40,282","22,710","43,761","4,400","111,153","35,080","3,403","38,483","149,636"
10/24/15,"32,145","16,442","34,882","1,520","84,989","30,484",713,"31,197","116,186"
10/25/15,"37,370","18,027","35,395","1,547","92,339","24,660",583,"25,243","117,582"
10/26/15,"39,476","21,341","39,440","3,722","103,979","37,515","4,162","41,677","145,656"
10/27/15,"38,609","21,275","38,185","4,775","102,844","35,393","4,253","39,646","142,490"
10/28/15,"38,520","20,746","33,510","5,087","97,863","28,003","4,388","32,391","130,254"
10/29/15,"41,269","23,459","40,398","5,343","110,469","35,008","4,788","39,796","150,265"
10/30/15,"39,869","22,669","39,919","3,695","106,152","35,173","2,929","38,102","144,254"
10/31/15,"30,079","14,308","33,369","1,313","79,069","27,839",499,"28,338","107,407"
11/1/15,"36,962","16,824","31,396","1,109","86,291","23,382",343,"23,725","110,016"
11/2/15,"39,378","20,957","34,220","4,074","98,629","33,933","3,510","37,443","136,072"
11/3/15,"39,440","21,804","39,861","5,179","106,284","36,648","4,683","41,331","147,615"
11/4/15,"40,247","21,902","40,770","5,513","108,432","37,153","5,250","42,403","150,835"
11/5/15,"41,364","22,802","38,354","5,509","108,029","32,654","4,895","37,549","145,578"
11/6/15,"41,450","22,681","41,315","4,598","110,044","37,676","3,301","40,977","151,021"
11/7/15,"32,814","16,056","38,011","2,270","89,151","32,638","1,468","34,106","123,257"
11/8/15,"37,260","17,852","39,798","1,998","96,908","29,848","1,099","30,947","127,855"
11/9/15,"39,310","20,970","35,767","4,146","100,193","36,824","3,521","40,345","140,538"
11/10/15,"39,472","20,994","36,624","4,911","102,001","33,813","4,268","38,081","140,082"
11/11/15,"40,041","21,384","38,800","1,307","101,532","31,994",818,"32,812","134,344"
11/12/15,"41,668","22,506","39,371","5,247","108,792","32,616","4,973","37,589","146,381"
11/13/15,"41,259","22,991","41,337","4,560","110,147","34,871","4,374","39,245","149,392"
11/14/15,"32,574","16,407","40,087","2,182","91,250","34,013","1,459","35,472","126,722"
11/15/15,"37,490","17,646","35,026","1,765","91,927","26,335",993,"27,328","119,255"
11/16/15,"39,122","20,608","31,602","3,940","95,272","25,705","3,815","29,520","124,792"
11/17/15,"39,615","21,167","35,078","4,776","100,636","29,079","4,621","33,700","134,336"
11/18/15,"40,125","20,648","36,170","4,685","101,628","30,351","3,973","34,324","135,952"
11/19/15,"41,300","22,009","39,598","5,208","108,115","33,768","4,731","38,499","146,614"
11/20/15,"41,626","23,160","46,672","4,510","115,968","37,540","3,853","41,393","157,361"
11/21/15,"32,159","15,242","35,568","1,481","84,450","30,271",611,"30,882","115,332"
11/22/15,"36,130","16,253","33,781","1,628","87,792","26,427",779,"27,206","114,998"
11/23/15,"36,286","19,732","40,279","4,627","100,924","37,158","4,514","41,672","142,596"
11/24/15,"40,276","22,802","42,023","5,050","110,151","35,178","5,165","40,343","150,494"
11/25/15,"42,283","22,170","36,152","2,119","102,724","27,371","2,516","29,887","132,611"
11/26/15,"25,700","9,556","10,523",162,"45,941","5,664",120,"5,784","51,725"
11/27/15,"32,014","15,929","23,600",337,"71,880","17,910",220,"18,130","90,010"
11/28/15,"38,692","18,364","27,793",424,"85,273","22,343",261,"22,604","107,877"
11/29/15,"41,515","19,978","36,214",340,"98,047","21,071",106,"21,177","119,224"
11/30/15,"41,314","20,798","30,065","3,734","95,911","26,778","2,986","29,764","125,675"
12/1/15,"40,079","20,286","32,742","4,217","97,324","29,300","3,199","32,499","129,823"
12/2/15,"40,028","20,929","34,395","4,842","100,194","31,137","4,840","35,977","136,171"
12/3/15,"41,425","22,430","38,270","5,482","107,607","34,665","5,664","40,329","147,936"
12/4/15,"40,953","22,213","42,654","4,611","110,431","38,693","3,297","41,990","152,421"
12/5/15,"31,572","15,148","37,290","1,970","85,980","32,422","1,432","33,854","119,834"
12/6/15,"36,388","16,678","35,250","1,704","90,020","28,333",935,"29,268","119,288"
12/7/15,"38,536","20,134","33,530","4,047","96,247","30,477","3,386","33,863","130,110"
12/8/15,"39,549","21,948","38,977","5,213","105,687","35,949","4,530","40,479","146,166"
12/9/15,"40,321","22,289","43,093","5,167","110,870","39,621","5,034","44,655","155,525"
12/10/15,"41,736","21,988","38,557","5,229","107,510","31,492","4,256","35,748","143,258"
12/11/15,"41,120","21,236","37,614","3,842","103,812","32,595","3,510","36,105","139,917"
12/12/15,"31,658","14,004","30,089","1,382","77,133","25,951",707,"26,658","103,791"
12/13/15,"36,582","15,254","25,502","1,284","78,622","19,332",578,"19,910","98,532"
12/14/15,"38,333","17,898","26,955","3,801","86,987","21,831","4,004","25,835","112,822"
12/15/15,"39,424","20,947","34,868","4,783","100,022","30,272","4,168","34,440","134,462"
12/16/15,"41,570","21,514","40,865","5,132","109,081","32,444","4,897","37,341","146,422"
12/17/15,"42,895","21,335","35,340","4,183","103,753","28,343","4,240","32,583","136,336"
12/18/15,"42,731","22,242","37,185","3,533","105,691","29,637","3,210","32,847","138,538"
12/19/15,"38,302","18,166","34,643","1,106","92,217","29,072",831,"29,903","122,120"
12/20/15,"39,193","16,295","28,802",894,"85,184","22,270",547,"22,817","108,001"
12/21/15,"40,672","19,079","27,489","2,816","90,056","22,817","2,207","25,024","115,080"
12/22/15,"42,773","19,318","22,410","2,685","87,186","17,500","1,745","19,245","106,431"
12/23/15,"42,934","19,424","22,192","1,422","85,972","16,523","1,072","17,595","103,567"
12/24/15,"36,360","15,477","15,930",282,"68,049","12,254",269,"12,523","80,572"
12/25/15,"30,481","11,024","7,462",102,"49,069","3,679",5,"3,684","52,753"
12/26/15,"36,388","17,515","23,924",209,"78,036","12,274",105,"12,379","90,415"
12/27/15,"37,356","16,755","21,367",236,"75,714","12,094",153,"12,247","87,961"
12/28/15,"35,929","17,856","22,389","1,229","77,403","18,192",946,"19,138","96,541"
12/29/15,"39,853","20,178","27,776","2,112","89,919","22,979","1,645","24,624","114,543"
12/30/15,"41,120","20,127","28,337","1,703","91,287","22,452","1,001","23,453","114,740"
12/31/15,"34,981","16,891","27,092",604,"79,568","23,100",329,"23,429","102,997"
1/1/16,"32,157","14,176","18,951",206,"65,490","11,801",69,"11,870","77,360"
1/2/16,"38,010","19,044","38,447",365,"95,866","27,211",172,"27,383","123,249"
1/3/16,"39,536","18,837","33,133",314,"91,820","21,081",395,"21,476","113,296"
1/4/16,"39,433","19,411","27,848","2,494","89,186","21,925","2,331","24,256","113,442"
1/5/16,"38,428","19,249","27,822","4,672","90,171","22,616","4,419","27,035","117,206"
1/6/16,"38,758","19,548","28,489","4,947","91,742","23,605","4,438","28,043","119,785"
1/7/16,"40,232","19,400","28,413","4,245","92,290","22,730","3,141","25,871","118,161"
1/8/16,"39,826","18,970","26,820","4,022","89,638","23,038","2,280","25,318","114,956"
